MC	<p>d44c_301c</p> <p><strong>Pyrophosphoric acid</strong> and its conjugate base, pyrophosphate, is abbreviated PP<sub>i</sub> and is formed by cells from the hydrolysis of ATP into AMP.</p> <p>Pyrophosphoric acid is tetraprotic with pK<sub>a</sub> values of <strong>0.91</strong>, <strong>2.10</strong>, <strong>6.70</strong>, and <strong>9.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Pyrophosphoric acid?</p>	pH <span style="color: #271c1c">6.3</span>	Incorrect	pH <span style="color: #1c1c24">7.5</span>	Incorrect	pH <span style="color: #1c1c2e">8.1</span>	Correct	pH <span style="color: #1c1c3d">9.0</span>	Incorrect	pH <span style="color: #1c1c44">9.4</span>	Incorrect
MC	<p>d44c_aa85</p> <p><strong>Pyrophosphoric acid</strong> and its conjugate base, pyrophosphate, is abbreviated PP<sub>i</sub> and is formed by cells from the hydrolysis of ATP into AMP.</p> <p>Pyrophosphoric acid is tetraprotic with pK<sub>a</sub> values of <strong>0.91</strong>, <strong>2.10</strong>, <strong>6.70</strong>, and <strong>9.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Pyrophosphoric acid?</p>	pH <span style="color: #811c1c">0.9</span>	Incorrect	pH <span style="color: #711c1c">1.9</span>	Incorrect	pH <span style="color: #581c1c">3.4</span>	Correct	pH <span style="color: #1c1c24">7.5</span>	Incorrect	pH <span style="color: #1c1c42">9.3</span>	Incorrect
MC	<p>36dd_b79e</p> <p><strong>Phosphoric acid</strong> and its conjugate base, phosphate, is abbreviated P<sub>i</sub> and is formed by cells from the hydrolysis of ATP into ADP.</p> <p>Phosphoric acid is triprotic with pK<sub>a</sub> values of <strong>2.16</strong>, <strong>7.21</strong>, and <strong>12.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Phosphoric acid?</p>	pH <span style="color: #6f1c1c">2.0</span>	Incorrect	pH <span style="color: #271c1c">6.3</span>	Incorrect	pH <span style="color: #1c1c36">8.6</span>	Correct	pH <span style="color: #1c1c6a">11.7</span>	Incorrect	pH <span style="color: #1c1c7c">12.8</span>	Incorrect
MC	<p>a994_6cdc</p> <p><strong>Citric acid</strong> and its conjugate base, citrate, is an intermediate in the citric acid cycle.</p> <p>Citric acid is triprotic with pK<sub>a</sub> values of <strong>3.13</strong>, <strong>4.76</strong>, and <strong>6.39</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Citric acid?</p>	pH <span style="color: #681c1c">2.4</span>	Incorrect	pH <span style="color: #511c1c">3.8</span>	Incorrect	pH <span style="color: #3f1c1c">4.9</span>	Incorrect	pH <span style="color: #1d1c1c">6.9</span>	Incorrect	pH <span style="color: #1c1c33">8.4</span>	Correct
MC	<p>c35a_8b21</p> <p><strong>Ethylenediaminetetraacetic acid</strong> and its conjugate base, EDTA, is commonly used in chelation therapy and as a chelating agent in biochemical experiments..</p> <p>Ethylenediaminetetraacetic acid is tetraprotic with pK<sub>a</sub> values of <strong>2.00</strong>, <strong>2.67</strong>, <strong>6.16</strong>, and <strong>10.26</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Ethylenediaminetetraacetic acid?</p>	pH <span style="color: #721c1c">1.8</span>	Incorrect	pH <span style="color: #4c1c1c">4.1</span>	Correct	pH <span style="color: #361c1c">5.4</span>	Incorrect	pH <span style="color: #1c1c4a">9.8</span>	Incorrect	pH <span style="color: #1c1c5d">10.9</span>	Incorrect
MC	<p>b419_161d</p> <p><strong>Arsenic acid</strong> and its conjugate base, arsenate, is extremely toxic, corrosive, and carcinogenic; it serves as a precursor to a variety of pesticides.</p> <p>Arsenic acid is triprotic with pK<sub>a</sub> values of <strong>2.19</strong>, <strong>6.94</strong>, and <strong>11.50</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Arsenic acid?</p>	pH <span style="color: #711c1c">1.9</span>	Incorrect	pH <span style="color: #631c1c">2.7</span>	Incorrect	pH <span style="color: #531c1c">3.7</span>	Correct	pH <span style="color: #221c1c">6.6</span>	Incorrect	pH <span style="color: #1c1c6f">12.0</span>	Incorrect
MC	<p>a994_def3</p> <p><strong>Citric acid</strong> and its conjugate base, citrate, is an intermediate in the citric acid cycle.</p> <p>Citric acid is triprotic with pK<sub>a</sub> values of <strong>3.13</strong>, <strong>4.76</strong>, and <strong>6.39</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Citric acid?</p>	pH <span style="color: #621c1c">2.8</span>	Incorrect	pH <span style="color: #491c1c">4.3</span>	Incorrect	pH <span style="color: #3f1c1c">4.9</span>	Incorrect	pH <span style="color: #1c1c1f">7.2</span>	Incorrect	pH <span style="color: #1c1c25">7.6</span>	Correct
MC	<p>b419_cc8a</p> <p><strong>Arsenic acid</strong> and its conjugate base, arsenate, is extremely toxic, corrosive, and carcinogenic; it serves as a precursor to a variety of pesticides.</p> <p>Arsenic acid is triprotic with pK<sub>a</sub> values of <strong>2.19</strong>, <strong>6.94</strong>, and <strong>11.50</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Arsenic acid?</p>	pH <span style="color: #771c1c">1.5</span>	Incorrect	pH <span style="color: #681c1c">2.4</span>	Incorrect	pH <span style="color: #401c1c">4.8</span>	Correct	pH <span style="color: #1c1c65">11.4</span>	Incorrect	pH <span style="color: #1c1c6a">11.7</span>	Incorrect
MC	<p>36dd_84e5</p> <p><strong>Phosphoric acid</strong> and its conjugate base, phosphate, is abbreviated P<sub>i</sub> and is formed by cells from the hydrolysis of ATP into ADP.</p> <p>Phosphoric acid is triprotic with pK<sub>a</sub> values of <strong>2.16</strong>, <strong>7.21</strong>, and <strong>12.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Phosphoric acid?</p>	pH <span style="color: #6f1c1c">2.0</span>	Incorrect	pH <span style="color: #681c1c">2.4</span>	Incorrect	pH <span style="color: #1c1c22">7.4</span>	Incorrect	pH <span style="color: #1c1c4e">10.0</span>	Correct	pH <span style="color: #1c1c6a">11.7</span>	Incorrect
MC	<p>c35a_4dd7</p> <p><strong>Ethylenediaminetetraacetic acid</strong> and its conjugate base, EDTA, is commonly used in chelation therapy and as a chelating agent in biochemical experiments..</p> <p>Ethylenediaminetetraacetic acid is tetraprotic with pK<sub>a</sub> values of <strong>2.00</strong>, <strong>2.67</strong>, <strong>6.16</strong>, and <strong>10.26</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Ethylenediaminetetraacetic acid?</p>	pH <span style="color: #651c1c">2.6</span>	Incorrect	pH <span style="color: #601c1c">2.9</span>	Incorrect	pH <span style="color: #4e1c1c">4.0</span>	Correct	pH <span style="color: #311c1c">5.7</span>	Incorrect	pH <span style="color: #1c1c51">10.2</span>	Incorrect
MC	<p>a994_dbcf</p> <p><strong>Citric acid</strong> and its conjugate base, citrate, is an intermediate in the citric acid cycle.</p> <p>Citric acid is triprotic with pK<sub>a</sub> values of <strong>3.13</strong>, <strong>4.76</strong>, and <strong>6.39</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Citric acid?</p>	pH <span style="color: #621c1c">2.8</span>	Incorrect	pH <span style="color: #5b1c1c">3.2</span>	Incorrect	pH <span style="color: #4c1c1c">4.1</span>	Incorrect	pH <span style="color: #311c1c">5.7</span>	Incorrect	pH <span style="color: #1c1c56">10.5</span>	Correct
MC	<p>b419_8e16</p> <p><strong>Arsenic acid</strong> and its conjugate base, arsenate, is extremely toxic, corrosive, and carcinogenic; it serves as a precursor to a variety of pesticides.</p> <p>Arsenic acid is triprotic with pK<sub>a</sub> values of <strong>2.19</strong>, <strong>6.94</strong>, and <strong>11.50</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Arsenic acid?</p>	pH <span style="color: #6d1c1c">2.1</span>	Incorrect	pH <span style="color: #4e1c1c">4.0</span>	Correct	pH <span style="color: #1c1c24">7.5</span>	Incorrect	pH <span style="color: #1c1c59">10.7</span>	Incorrect	pH <span style="color: #1c1c77">12.5</span>	Incorrect
MC	<p>d44c_125c</p> <p><strong>Pyrophosphoric acid</strong> and its conjugate base, pyrophosphate, is abbreviated PP<sub>i</sub> and is formed by cells from the hydrolysis of ATP into AMP.</p> <p>Pyrophosphoric acid is tetraprotic with pK<sub>a</sub> values of <strong>0.91</strong>, <strong>2.10</strong>, <strong>6.70</strong>, and <strong>9.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Pyrophosphoric acid?</p>	pH <span style="color: #721c1c">1.8</span>	Incorrect	pH <span style="color: #5e1c1c">3.0</span>	Incorrect	pH <span style="color: #3f1c1c">4.9</span>	Correct	pH <span style="color: #201c1c">6.7</span>	Incorrect	pH <span style="color: #1c1c4e">10.0</span>	Incorrect
MC	<p>c35a_738d</p> <p><strong>Ethylenediaminetetraacetic acid</strong> and its conjugate base, EDTA, is commonly used in chelation therapy and as a chelating agent in biochemical experiments..</p> <p>Ethylenediaminetetraacetic acid is tetraprotic with pK<sub>a</sub> values of <strong>2.00</strong>, <strong>2.67</strong>, <strong>6.16</strong>, and <strong>10.26</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Ethylenediaminetetraacetic acid?</p>	pH <span style="color: #6c1c1c">2.2</span>	Incorrect	pH <span style="color: #2e1c1c">5.9</span>	Incorrect	pH <span style="color: #1c1c1c">7.0</span>	Incorrect	pH <span style="color: #1c1c4a">9.8</span>	Incorrect	pH <span style="color: #1c1c6a">11.7</span>	Correct
MC	<p>b419_10d1</p> <p><strong>Arsenic acid</strong> and its conjugate base, arsenate, is extremely toxic, corrosive, and carcinogenic; it serves as a precursor to a variety of pesticides.</p> <p>Arsenic acid is triprotic with pK<sub>a</sub> values of <strong>2.19</strong>, <strong>6.94</strong>, and <strong>11.50</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Arsenic acid?</p>	pH <span style="color: #791c1c">1.4</span>	Incorrect	pH <span style="color: #4e1c1c">4.0</span>	Correct	pH <span style="color: #291c1c">6.2</span>	Incorrect	pH <span style="color: #1c1c1f">7.2</span>	Incorrect	pH <span style="color: #1c1c59">10.7</span>	Incorrect
MC	<p>b419_59ec</p> <p><strong>Arsenic acid</strong> and its conjugate base, arsenate, is extremely toxic, corrosive, and carcinogenic; it serves as a precursor to a variety of pesticides.</p> <p>Arsenic acid is triprotic with pK<sub>a</sub> values of <strong>2.19</strong>, <strong>6.94</strong>, and <strong>11.50</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Arsenic acid?</p>	pH <span style="color: #621c1c">2.8</span>	Incorrect	pH <span style="color: #241c1c">6.5</span>	Incorrect	pH <span style="color: #1c1c1c">7.0</span>	Incorrect	pH <span style="color: #1c1c42">9.3</span>	Correct	pH <span style="color: #1c1c6c">11.8</span>	Incorrect
MC	<p>36dd_2e1b</p> <p><strong>Phosphoric acid</strong> and its conjugate base, phosphate, is abbreviated P<sub>i</sub> and is formed by cells from the hydrolysis of ATP into ADP.</p> <p>Phosphoric acid is triprotic with pK<sub>a</sub> values of <strong>2.16</strong>, <strong>7.21</strong>, and <strong>12.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Phosphoric acid?</p>	pH <span style="color: #311c1c">5.7</span>	Correct	pH <span style="color: #1f1c1c">6.8</span>	Incorrect	pH <span style="color: #1c1c2c">8.0</span>	Incorrect	pH <span style="color: #1c1c67">11.5</span>	Incorrect	pH <span style="color: #1c1c76">12.4</span>	Incorrect
MC	<p>c35a_4895</p> <p><strong>Ethylenediaminetetraacetic acid</strong> and its conjugate base, EDTA, is commonly used in chelation therapy and as a chelating agent in biochemical experiments..</p> <p>Ethylenediaminetetraacetic acid is tetraprotic with pK<sub>a</sub> values of <strong>2.00</strong>, <strong>2.67</strong>, <strong>6.16</strong>, and <strong>10.26</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Ethylenediaminetetraacetic acid?</p>	pH <span style="color: #6a1c1c">2.3</span>	Incorrect	pH <span style="color: #541c1c">3.6</span>	Incorrect	pH <span style="color: #1c1c27">7.7</span>	Correct	pH <span style="color: #1c1c4c">9.9</span>	Incorrect	pH <span style="color: #1c1c56">10.5</span>	Incorrect
MC	<p>36dd_b75c</p> <p><strong>Phosphoric acid</strong> and its conjugate base, phosphate, is abbreviated P<sub>i</sub> and is formed by cells from the hydrolysis of ATP into ADP.</p> <p>Phosphoric acid is triprotic with pK<sub>a</sub> values of <strong>2.16</strong>, <strong>7.21</strong>, and <strong>12.32</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Phosphoric acid?</p>	pH <span style="color: #771c1c">1.5</span>	Incorrect	pH <span style="color: #301c1c">5.8</span>	Correct	pH <span style="color: #1c1c21">7.3</span>	Incorrect	pH <span style="color: #1c1c65">11.4</span>	Incorrect	pH <span style="color: #1c1c79">12.6</span>	Incorrect
MC	<p>c35a_7530</p> <p><strong>Ethylenediaminetetraacetic acid</strong> and its conjugate base, EDTA, is commonly used in chelation therapy and as a chelating agent in biochemical experiments..</p> <p>Ethylenediaminetetraacetic acid is tetraprotic with pK<sub>a</sub> values of <strong>2.00</strong>, <strong>2.67</strong>, <strong>6.16</strong>, and <strong>10.26</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Ethylenediaminetetraacetic acid?</p>	pH <span style="color: #671c1c">2.5</span>	Incorrect	pH <span style="color: #5b1c1c">3.2</span>	Incorrect	pH <span style="color: #331c1c">5.6</span>	Incorrect	pH <span style="color: #1c1c4c">9.9</span>	Incorrect	pH <span style="color: #1c1c68">11.6</span>	Correct
MC	<p>a994_2566</p> <p><strong>Citric acid</strong> and its conjugate base, citrate, is an intermediate in the citric acid cycle.</p> <p>Citric acid is triprotic with pK<sub>a</sub> values of <strong>3.13</strong>, <strong>4.76</strong>, and <strong>6.39</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Citric acid?</p>	pH <span style="color: #581c1c">3.4</span>	Incorrect	pH <span style="color: #491c1c">4.3</span>	Incorrect	pH <span style="color: #3f1c1c">4.9</span>	Incorrect	pH <span style="color: #2c1c1c">6.0</span>	Incorrect	pH <span style="color: #1c1c4e">10.0</span>	Correct
MC	<p>b419_c3ec</p> <p><strong>Arsenic acid</strong> and its conjugate base, arsenate, is extremely toxic, corrosive, and carcinogenic; it serves as a precursor to a variety of pesticides.</p> <p>Arsenic acid is triprotic with pK<sub>a</sub> values of <strong>2.19</strong>, <strong>6.94</strong>, and <strong>11.50</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Arsenic acid?</p>	pH <span style="color: #7c1c1c">1.2</span>	Incorrect	pH <span style="color: #451c1c">4.5</span>	Correct	pH <span style="color: #1c1c24">7.5</span>	Incorrect	pH <span style="color: #1c1c56">10.5</span>	Incorrect	pH <span style="color: #1c1c71">12.1</span>	Incorrect
MC	<p>c35a_7b3d</p> <p><strong>Ethylenediaminetetraacetic acid</strong> and its conjugate base, EDTA, is commonly used in chelation therapy and as a chelating agent in biochemical experiments..</p> <p>Ethylenediaminetetraacetic acid is tetraprotic with pK<sub>a</sub> values of <strong>2.00</strong>, <strong>2.67</strong>, <strong>6.16</strong>, and <strong>10.26</strong>.</p> <p>Which one of the following pH values falls outside the optimal buffering rangeof Ethylenediaminetetraacetic acid?</p>	pH <span style="color: #651c1c">2.6</span>	Incorrect	pH <span style="color: #5c1c1c">3.1</span>	Incorrect	pH <span style="color: #221c1c">6.6</span>	Incorrect	pH <span style="color: #1c1c3d">9.0</span>	Correct	pH <span style="color: #1c1c53">10.3</span>	Incorrect
